product_id,product_name,category,cost_price,current_price,competitor_price,historical_avg_price,delivery_cost,sales_volume_30d
PRD02360,Produit INF-2360,Informatique,710.54,820.13,882.61,788.51,0.0,82
PRD02361,Produit JOU-2361,Jouets,502.22,701.68,690.66,669.1,0.0,137
PRD02362,Produit TÉL-2362,Téléphonie,647.57,830.55,748.44,864.62,0.0,326
PRD02363,Produit BEA-2363,Beauté,59.88,125.77,73.94,86.32,0.0,236
PRD02364,Produit JEU-2364,Jeux vidéo,271.16,374.77,339.46,369.6,0.0,448
PRD02365,Produit JEU-2365,Jeux vidéo,254.39,341.53,404.76,351.36,0.0,320
PRD02366,Produit BEA-2366,Beauté,510.34,386.23,621.11,569.36,0.0,144
PRD02367,Produit SPO-2367,Sport,287.99,359.91,372.4,364.23,0.0,277
PRD02368,Produit MAI-2368,Maison,123.06,143.87,169.7,143.68,0.0,99
PRD02369,Produit MAI-2369,Maison,479.19,367.55,725.2,646.41,0.0,13
PRD02370,Produit SPO-2370,Sport,652.44,757.55,836.32,739.25,0.0,261
PRD02371,Produit JEU-2371,Jeux vidéo,308.79,370.59,351.66,356.1,0.0,413
PRD02372,Produit JEU-2372,Jeux vidéo,110.15,141.09,149.01,143.38,0.0,493
PRD02373,Produit JOU-2373,Jouets,161.37,192.38,173.18,187.54,0.0,46
PRD02374,Produit JEU-2374,Jeux vidéo,193.8,227.42,225.5,226.29,0.0,224
PRD02375,Produit TÉL-2375,Téléphonie,243.42,318.8,274.69,314.13,0.0,403
PRD02376,Produit JEU-2376,Jeux vidéo,516.02,583.68,540.38,562.85,0.0,143
PRD02377,Produit ELE-2377,Electroménager,482.75,448.1,473.89,565.64,0.0,195
PRD02378,Produit JOU-2378,Jouets,558.38,686.97,677.16,716.74,0.0,289
PRD02379,Produit INF-2379,Informatique,293.19,396.46,453.97,379.99,0.0,256
PRD02380,Produit JEU-2380,Jeux vidéo,660.08,1251.19,839.12,882.23,0.0,460
PRD02381,Produit SPO-2381,Sport,167.25,208.73,238.18,208.49,0.0,431
PRD02382,Produit INF-2382,Informatique,377.89,490.51,529.64,503.94,0.0,7
PRD02383,Produit TÉL-2383,Téléphonie,641.75,788.01,810.34,760.52,0.0,277
PRD02384,Produit SPO-2384,Sport,148.23,211.62,197.42,203.84,0.0,323
PRD02385,Produit INF-2385,Informatique,92.34,103.35,121.2,107.39,0.0,289
PRD02386,Produit SPO-2386,Sport,707.53,945.04,821.21,982.64,0.0,443
PRD02387,Produit TÉL-2387,Téléphonie,277.63,392.0,427.72,390.66,0.0,428
PRD02388,Produit JOU-2388,Jouets,548.68,936.03,809.03,785.97,0.0,292
PRD02389,Produit ELE-2389,Electroménager,25.15,29.29,29.42,29.78,6.92,376
PRD02390,Produit TÉL-2390,Téléphonie,553.59,666.29,622.39,645.3,0.0,22
PRD02391,Produit TÉL-2391,Téléphonie,256.3,346.25,346.51,340.33,0.0,83
PRD02392,Produit SPO-2392,Sport,49.31,55.7,64.36,53.67,0.0,254
PRD02393,Produit JOU-2393,Jouets,489.8,460.46,774.82,696.53,0.0,372
PRD02394,Produit BEA-2394,Beauté,196.44,265.51,313.16,278.39,0.0,23
PRD02395,Produit MAI-2395,Maison,312.51,560.4,405.66,425.52,0.0,474
PRD02396,Produit JEU-2396,Jeux vidéo,69.06,55.34,77.25,79.61,0.0,396
PRD02397,Produit JEU-2397,Jeux vidéo,121.99,164.83,141.19,168.89,0.0,324
PRD02398,Produit ELE-2398,Electroménager,241.89,323.63,381.89,314.71,0.0,335
PRD02399,Produit ELE-2399,Electroménager,76.36,158.42,102.51,104.46,0.0,315
PRD02400,Produit JEU-2400,Jeux vidéo,729.11,812.64,805.7,805.51,0.0,37
PRD02401,Produit MAI-2401,Maison,9.81,8.66,12.69,10.97,4.91,431
PRD02402,Produit JEU-2402,Jeux vidéo,389.67,479.51,495.96,496.32,0.0,220
PRD02403,Produit BEA-2403,Beauté,102.98,158.78,124.35,115.72,0.0,409
PRD02404,Produit MAI-2404,Maison,249.6,323.34,294.78,322.4,0.0,213
PRD02405,Produit ELE-2405,Electroménager,741.22,1053.33,1079.17,1079.82,0.0,471
PRD02406,Produit INF-2406,Informatique,133.55,165.2,193.51,158.38,0.0,332
PRD02407,Produit SPO-2407,Sport,772.84,1078.68,1127.82,1080.07,0.0,490
PRD02408,Produit BEA-2408,Beauté,168.61,185.49,174.23,178.89,0.0,84
PRD02409,Produit BEA-2409,Beauté,594.55,811.24,593.23,691.77,0.0,384
PRD02410,Produit JOU-2410,Jouets,439.61,325.04,472.48,501.33,0.0,3
PRD02411,Produit ELE-2411,Electroménager,708.16,860.31,903.68,837.68,0.0,194
PRD02412,Produit ELE-2412,Electroménager,445.42,631.55,546.24,653.62,0.0,113
PRD02413,Produit TÉL-2413,Téléphonie,429.97,487.56,518.48,479.51,0.0,214
PRD02414,Produit BEA-2414,Beauté,160.39,210.47,217.46,203.96,0.0,335
PRD02415,Produit TÉL-2415,Téléphonie,137.15,172.54,193.97,171.94,0.0,364
PRD02416,Produit TÉL-2416,Téléphonie,733.61,836.41,901.34,1087.35,0.0,140
PRD02417,Produit SPO-2417,Sport,265.63,303.58,341.01,290.49,0.0,166
PRD02418,Produit TÉL-2418,Téléphonie,300.81,353.21,364.62,347.12,0.0,286
PRD02419,Produit MAI-2419,Maison,609.06,676.26,662.52,686.62,0.0,407
PRD02420,Produit JEU-2420,Jeux vidéo,274.36,343.47,408.0,338.58,0.0,494
PRD02421,Produit INF-2421,Informatique,761.89,912.17,826.46,873.02,0.0,383
PRD02422,Produit ELE-2422,Electroménager,591.65,830.95,863.74,816.99,0.0,334
PRD02423,Produit MAI-2423,Maison,479.96,629.58,605.87,649.79,0.0,4
PRD02424,Produit INF-2424,Informatique,705.31,927.43,959.54,970.84,0.0,126
PRD02425,Produit BEA-2425,Beauté,44.44,57.16,59.63,54.53,0.0,432
PRD02426,Produit BEA-2426,Beauté,209.36,237.03,208.9,238.67,0.0,85
PRD02427,Produit BEA-2427,Beauté,374.7,470.53,508.83,451.96,0.0,85
PRD02428,Produit MAI-2428,Maison,185.45,268.87,288.25,273.72,0.0,394
PRD02429,Produit MAI-2429,Maison,596.4,1100.17,929.47,789.53,0.0,23
PRD02430,Produit ELE-2430,Electroménager,735.77,1039.43,916.5,988.99,0.0,44
PRD02431,Produit JEU-2431,Jeux vidéo,341.9,315.08,452.79,487.74,0.0,457
PRD02432,Produit JOU-2432,Jouets,277.0,314.69,339.09,301.3,0.0,110
PRD02433,Produit TÉL-2433,Téléphonie,769.43,907.62,814.91,889.94,0.0,289
PRD02434,Produit BEA-2434,Beauté,358.66,394.92,429.34,413.01,0.0,394
PRD02435,Produit SPO-2435,Sport,393.79,394.91,413.56,498.05,0.0,184
PRD02436,Produit JEU-2436,Jeux vidéo,284.56,323.83,313.22,312.87,0.0,234
PRD02437,Produit SPO-2437,Sport,728.09,921.38,1056.22,926.99,0.0,156
PRD02438,Produit ELE-2438,Electroménager,457.32,611.43,685.41,615.05,0.0,405
PRD02439,Produit ELE-2439,Electroménager,610.93,859.01,924.01,854.92,0.0,160
PRD02440,Produit ELE-2440,Electroménager,650.39,885.98,1023.01,923.61,0.0,199
PRD02441,Produit INF-2441,Informatique,276.77,395.37,434.21,405.41,0.0,121
PRD02442,Produit SPO-2442,Sport,349.79,391.37,403.81,401.72,0.0,432
PRD02443,Produit JEU-2443,Jeux vidéo,679.54,921.4,895.14,733.1,0.0,223
PRD02444,Produit JOU-2444,Jouets,293.79,391.17,427.63,388.6,0.0,487
PRD02445,Produit JEU-2445,Jeux vidéo,636.18,407.76,810.45,763.27,0.0,364
PRD02446,Produit MAI-2446,Maison,753.09,895.22,889.05,877.22,0.0,22
PRD02447,Produit MAI-2447,Maison,500.45,737.07,709.36,583.8,0.0,196
PRD02448,Produit BEA-2448,Beauté,594.59,710.2,677.17,683.66,0.0,478
PRD02449,Produit JOU-2449,Jouets,645.05,825.02,703.93,798.67,0.0,284
PRD02450,Produit MAI-2450,Maison,676.81,848.75,779.88,823.6,0.0,5
PRD02451,Produit ELE-2451,Electroménager,319.07,408.2,362.62,397.68,0.0,307
PRD02452,Produit JEU-2452,Jeux vidéo,45.75,79.25,58.76,59.61,0.0,344
PRD02453,Produit SPO-2453,Sport,324.49,400.91,456.66,399.13,0.0,88
PRD02454,Produit ELE-2454,Electroménager,540.64,642.26,692.38,642.87,0.0,478
PRD02455,Produit INF-2455,Informatique,363.03,420.45,382.25,412.41,0.0,377
PRD02456,Produit MAI-2456,Maison,600.43,733.92,826.46,763.81,0.0,397
PRD02457,Produit ELE-2457,Electroménager,288.8,392.66,403.06,394.75,0.0,272
PRD02458,Produit ELE-2458,Electroménager,509.62,695.55,716.03,715.55,0.0,463
PRD02459,Produit INF-2459,Informatique,153.2,204.28,199.53,212.95,0.0,283
PRD02460,Produit TÉL-2460,Téléphonie,600.75,710.03,818.39,686.11,0.0,264
PRD02461,Produit JEU-2461,Jeux vidéo,438.83,573.04,550.93,568.91,0.0,114
PRD02462,Produit SPO-2462,Sport,167.23,217.36,191.92,215.91,0.0,123
PRD02463,Produit BEA-2463,Beauté,237.07,300.96,287.7,296.58,0.0,449
PRD02464,Produit TÉL-2464,Téléphonie,600.14,567.75,853.54,737.59,0.0,259
PRD02465,Produit MAI-2465,Maison,388.67,494.44,534.07,510.06,0.0,403
PRD02466,Produit ELE-2466,Electroménager,176.74,229.39,210.08,220.48,0.0,168
PRD02467,Produit JOU-2467,Jouets,773.98,1045.2,929.31,1096.99,0.0,35
PRD02468,Produit INF-2468,Informatique,573.52,652.88,705.96,670.7,0.0,228
PRD02469,Produit INF-2469,Informatique,765.92,1043.47,1133.97,1051.82,0.0,133
PRD02470,Produit JOU-2470,Jouets,344.55,395.39,386.75,381.73,0.0,243
PRD02471,Produit JEU-2471,Jeux vidéo,382.7,429.89,492.22,430.55,0.0,64
PRD02472,Produit TÉL-2472,Téléphonie,718.87,1036.34,1235.7,1011.58,0.0,236
PRD02473,Produit BEA-2473,Beauté,422.41,606.14,558.85,591.13,0.0,433
PRD02474,Produit JEU-2474,Jeux vidéo,567.29,636.02,669.08,656.98,0.0,447
PRD02475,Produit JOU-2475,Jouets,205.48,370.25,219.71,254.83,0.0,2
PRD02476,Produit ELE-2476,Electroménager,360.15,419.64,461.42,417.57,0.0,499
PRD02477,Produit JOU-2477,Jouets,103.14,130.97,130.31,135.46,0.0,36
PRD02478,Produit JEU-2478,Jeux vidéo,168.75,234.66,215.33,224.99,0.0,108
PRD02479,Produit SPO-2479,Sport,5.75,8.24,9.17,8.32,5.83,489
PRD02480,Produit INF-2480,Informatique,36.22,47.88,54.28,48.25,5.06,249
PRD02481,Produit INF-2481,Informatique,781.94,956.99,850.68,949.83,0.0,2
PRD02482,Produit MAI-2482,Maison,197.67,259.18,224.02,267.73,0.0,234
PRD02483,Produit MAI-2483,Maison,532.33,643.69,622.4,672.2,0.0,416
PRD02484,Produit JOU-2484,Jouets,672.08,953.3,1019.17,950.0,0.0,442
PRD02485,Produit BEA-2485,Beauté,442.78,621.95,701.37,619.22,0.0,250
PRD02486,Produit ELE-2486,Electroménager,126.75,164.19,170.94,164.22,0.0,142
PRD02487,Produit SPO-2487,Sport,583.85,708.61,746.35,724.42,0.0,247
PRD02488,Produit TÉL-2488,Téléphonie,482.2,579.94,655.3,589.69,0.0,55
PRD02489,Produit JEU-2489,Jeux vidéo,586.34,651.83,674.71,633.76,0.0,60
PRD02490,Produit BEA-2490,Beauté,616.95,854.81,909.44,817.53,0.0,67
PRD02491,Produit ELE-2491,Electroménager,780.45,981.52,1011.63,1025.62,0.0,78
PRD02492,Produit MAI-2492,Maison,460.98,559.54,648.04,546.17,0.0,326
PRD02493,Produit JOU-2493,Jouets,276.6,349.87,326.23,354.72,0.0,366
PRD02494,Produit JEU-2494,Jeux vidéo,520.53,721.75,680.18,745.46,0.0,195
PRD02495,Produit MAI-2495,Maison,59.41,67.94,60.79,66.58,0.0,445
PRD02496,Produit JOU-2496,Jouets,718.43,1005.93,1143.55,1019.55,0.0,194
PRD02497,Produit JEU-2497,Jeux vidéo,99.91,141.29,140.46,135.75,0.0,22
PRD02498,Produit TÉL-2498,Téléphonie,265.64,193.35,369.48,398.09,0.0,13
PRD02499,Produit ELE-2499,Electroménager,653.52,809.79,966.46,774.01,0.0,389
PRD02500,Produit JEU-2500,Jeux vidéo,479.86,564.31,662.72,560.82,0.0,288
PRD02501,Produit SPO-2501,Sport,317.94,391.31,465.74,392.75,0.0,8
PRD02502,Produit BEA-2502,Beauté,381.38,463.96,417.47,477.44,0.0,139
PRD02503,Produit INF-2503,Informatique,684.37,795.0,923.74,764.88,0.0,241
PRD02504,Produit SPO-2504,Sport,275.3,527.14,348.71,359.2,0.0,252
PRD02505,Produit SPO-2505,Sport,696.37,882.17,753.75,864.5,0.0,226
PRD02506,Produit BEA-2506,Beauté,75.07,105.32,103.95,103.34,0.0,372
PRD02507,Produit INF-2507,Informatique,622.55,691.8,711.32,711.09,0.0,94
PRD02508,Produit SPO-2508,Sport,678.8,899.65,798.78,855.16,0.0,178
PRD02509,Produit JEU-2509,Jeux vidéo,149.55,204.44,212.25,209.53,0.0,2
PRD02510,Produit JEU-2510,Jeux vidéo,347.13,474.12,538.99,488.84,0.0,183
PRD02511,Produit JEU-2511,Jeux vidéo,136.57,251.69,189.15,200.31,0.0,45
PRD02512,Produit INF-2512,Informatique,566.75,768.04,747.63,777.79,0.0,291
PRD02513,Produit SPO-2513,Sport,430.6,613.49,594.22,603.27,0.0,140
PRD02514,Produit JOU-2514,Jouets,510.08,620.48,727.87,615.97,0.0,12
PRD02515,Produit INF-2515,Informatique,161.21,205.72,178.37,215.38,0.0,185
PRD02516,Produit JEU-2516,Jeux vidéo,173.34,191.53,192.64,198.83,0.0,481
PRD02517,Produit BEA-2517,Beauté,37.99,41.88,39.48,41.73,5.6,84
PRD02518,Produit SPO-2518,Sport,261.04,309.08,359.41,322.77,0.0,417
PRD02519,Produit SPO-2519,Sport,450.0,510.88,451.42,527.38,0.0,489
PRD02520,Produit MAI-2520,Maison,687.06,818.34,813.43,851.16,0.0,42
PRD02521,Produit MAI-2521,Maison,535.21,621.9,617.16,633.28,0.0,383
PRD02522,Produit TÉL-2522,Téléphonie,351.14,389.76,452.49,403.7,0.0,155
PRD02523,Produit JOU-2523,Jouets,762.73,1347.47,1001.08,1124.13,0.0,183
PRD02524,Produit JOU-2524,Jouets,576.8,636.14,684.3,610.19,0.0,46
PRD02525,Produit ELE-2525,Electroménager,744.48,594.05,906.67,1057.75,0.0,418
PRD02526,Produit JOU-2526,Jouets,424.43,489.47,579.48,481.33,0.0,205
PRD02527,Produit MAI-2527,Maison,210.83,299.23,316.45,297.43,0.0,209
PRD02528,Produit INF-2528,Informatique,47.0,66.39,70.98,68.33,0.0,274
PRD02529,Produit JOU-2529,Jouets,582.24,773.72,775.13,786.48,0.0,82
PRD02530,Produit MAI-2530,Maison,101.44,135.45,131.36,140.77,0.0,96
PRD02531,Produit TÉL-2531,Téléphonie,245.71,270.74,250.28,268.05,0.0,178
PRD02532,Produit SPO-2532,Sport,428.31,618.78,656.77,610.94,0.0,354
PRD02533,Produit JOU-2533,Jouets,453.71,332.39,756.02,608.58,0.0,147
PRD02534,Produit TÉL-2534,Téléphonie,482.46,681.85,665.44,679.31,0.0,284
PRD02535,Produit SPO-2535,Sport,137.17,182.54,211.58,186.63,0.0,383
PRD02536,Produit BEA-2536,Beauté,306.89,374.61,337.93,367.16,0.0,71
PRD02537,Produit BEA-2537,Beauté,495.67,700.27,824.67,697.66,0.0,216
PRD02538,Produit SPO-2538,Sport,776.01,932.79,907.3,906.62,0.0,208
PRD02539,Produit JOU-2539,Jouets,583.47,756.73,743.79,777.37,0.0,320
PRD02540,Produit ELE-2540,Electroménager,738.47,838.09,848.14,801.26,0.0,293
PRD02541,Produit MAI-2541,Maison,610.96,869.2,957.32,887.05,0.0,432
PRD02542,Produit INF-2542,Informatique,475.41,670.13,602.03,539.76,0.0,123
PRD02543,Produit INF-2543,Informatique,157.66,185.84,189.16,177.32,0.0,349
PRD02544,Produit JEU-2544,Jeux vidéo,535.02,693.04,715.98,717.54,0.0,155
PRD02545,Produit SPO-2545,Sport,500.59,684.52,589.03,683.68,0.0,32
PRD02546,Produit INF-2546,Informatique,483.96,637.27,609.55,643.6,0.0,268
PRD02547,Produit JOU-2547,Jouets,394.38,689.07,452.4,476.67,0.0,215
PRD02548,Produit ELE-2548,Electroménager,425.28,467.95,489.27,475.21,0.0,427
PRD02549,Produit SPO-2549,Sport,270.88,369.75,386.54,378.29,0.0,100
PRD02550,Produit ELE-2550,Electroménager,417.85,603.72,663.17,619.55,0.0,469
PRD02551,Produit JOU-2551,Jouets,162.06,224.21,246.85,226.21,0.0,179
PRD02552,Produit INF-2552,Informatique,645.11,813.53,758.47,802.6,0.0,126
PRD02553,Produit INF-2553,Informatique,152.69,304.94,242.12,210.71,0.0,332
PRD02554,Produit JEU-2554,Jeux vidéo,72.55,90.21,77.3,93.84,0.0,487
PRD02555,Produit INF-2555,Informatique,351.82,451.64,497.1,472.86,0.0,459
PRD02556,Produit SPO-2556,Sport,528.35,669.42,592.92,659.89,0.0,376
PRD02557,Produit JOU-2557,Jouets,352.98,373.86,490.32,426.38,0.0,168
PRD02558,Produit BEA-2558,Beauté,225.02,308.57,319.21,300.01,0.0,304
PRD02559,Produit JOU-2559,Jouets,448.75,576.36,578.11,586.2,0.0,365
PRD02560,Produit SPO-2560,Sport,280.87,340.09,371.29,328.97,0.0,134
PRD02561,Produit SPO-2561,Sport,746.63,500.88,766.76,913.66,0.0,291
PRD02562,Produit JEU-2562,Jeux vidéo,738.5,822.11,763.09,856.89,0.0,92
PRD02563,Produit JEU-2563,Jeux vidéo,404.39,284.8,562.05,551.82,0.0,220
PRD02564,Produit INF-2564,Informatique,265.67,313.62,359.57,298.23,0.0,409
PRD02565,Produit TÉL-2565,Téléphonie,591.02,446.92,669.45,711.95,0.0,154
PRD02566,Produit JOU-2566,Jouets,34.19,45.43,42.73,46.52,3.41,279
PRD02567,Produit JOU-2567,Jouets,382.44,428.22,528.02,490.58,0.0,478
PRD02568,Produit TÉL-2568,Téléphonie,272.38,371.32,396.5,368.17,0.0,198
PRD02569,Produit JEU-2569,Jeux vidéo,736.83,1108.87,937.59,959.19,0.0,336
PRD02570,Produit INF-2570,Informatique,14.54,20.54,23.76,21.48,6.88,240
PRD02571,Produit TÉL-2571,Téléphonie,444.49,634.61,655.68,613.3,0.0,416
PRD02572,Produit INF-2572,Informatique,593.83,821.02,708.16,790.46,0.0,97
PRD02573,Produit INF-2573,Informatique,390.59,516.54,479.38,515.11,0.0,249
PRD02574,Produit INF-2574,Informatique,72.9,121.52,88.62,92.06,0.0,401
PRD02575,Produit MAI-2575,Maison,778.11,1123.61,1229.46,1176.57,0.0,104
PRD02576,Produit SPO-2576,Sport,416.82,498.49,462.06,484.93,0.0,260
PRD02577,Produit INF-2577,Informatique,493.28,423.14,688.32,567.17,0.0,128
PRD02578,Produit MAI-2578,Maison,193.1,242.29,232.96,252.18,0.0,326
PRD02579,Produit JEU-2579,Jeux vidéo,389.38,573.77,451.92,446.3,0.0,377
PRD02580,Produit TÉL-2580,Téléphonie,346.17,499.34,427.75,522.92,0.0,481
PRD02581,Produit SPO-2581,Sport,64.54,84.29,97.75,87.6,0.0,258
PRD02582,Produit BEA-2582,Beauté,89.4,115.77,130.37,112.47,0.0,291
PRD02583,Produit TÉL-2583,Téléphonie,670.79,891.83,819.07,914.99,0.0,418
PRD02584,Produit SPO-2584,Sport,195.66,354.42,293.29,238.01,0.0,434
PRD02585,Produit BEA-2585,Beauté,159.99,177.78,170.77,183.43,0.0,376
PRD02586,Produit TÉL-2586,Téléphonie,406.4,739.35,583.42,539.56,0.0,139
PRD02587,Produit SPO-2587,Sport,616.15,832.21,945.92,870.17,0.0,14
PRD02588,Produit TÉL-2588,Téléphonie,54.25,87.41,74.98,70.7,0.0,387
PRD02589,Produit TÉL-2589,Téléphonie,463.56,632.78,741.08,604.36,0.0,183
PRD02590,Produit BEA-2590,Beauté,99.77,117.67,135.61,113.68,0.0,480
PRD02591,Produit TÉL-2591,Téléphonie,33.99,40.02,47.95,39.96,5.0,15
PRD02592,Produit TÉL-2592,Téléphonie,46.93,54.27,49.6,56.33,0.0,220
PRD02593,Produit BEA-2593,Beauté,668.16,821.97,786.35,847.82,0.0,389
PRD02594,Produit JEU-2594,Jeux vidéo,98.79,137.96,147.99,144.37,0.0,62
PRD02595,Produit INF-2595,Informatique,40.9,56.84,62.9,57.51,0.0,240
PRD02596,Produit JOU-2596,Jouets,353.13,435.76,451.93,425.15,0.0,484
PRD02597,Produit ELE-2597,Electroménager,675.97,882.95,773.35,841.02,0.0,278
PRD02598,Produit MAI-2598,Maison,213.61,288.86,330.62,280.86,0.0,332
PRD02599,Produit ELE-2599,Electroménager,340.26,403.01,478.09,410.07,0.0,427
PRD02600,Produit ELE-2600,Electroménager,36.74,58.06,42.24,44.4,0.0,256
PRD02601,Produit SPO-2601,Sport,362.02,521.39,484.21,512.05,0.0,184
PRD02602,Produit INF-2602,Informatique,464.2,306.17,523.44,633.9,0.0,75
PRD02603,Produit SPO-2603,Sport,458.87,662.38,618.04,655.42,0.0,26
PRD02604,Produit INF-2604,Informatique,269.28,328.04,359.19,321.75,0.0,24
PRD02605,Produit BEA-2605,Beauté,255.85,344.39,402.61,344.69,0.0,341
PRD02606,Produit BEA-2606,Beauté,89.77,105.74,93.34,105.13,0.0,61
PRD02607,Produit JOU-2607,Jouets,296.6,197.99,368.8,368.0,0.0,481
PRD02608,Produit INF-2608,Informatique,84.1,107.58,117.63,107.24,0.0,145
PRD02609,Produit TÉL-2609,Téléphonie,614.44,744.62,704.96,728.04,0.0,232
PRD02610,Produit JEU-2610,Jeux vidéo,773.19,697.35,940.18,926.56,0.0,463
PRD02611,Produit JOU-2611,Jouets,776.21,925.25,1018.09,971.4,0.0,348
PRD02612,Produit JOU-2612,Jouets,692.73,770.67,881.03,782.09,0.0,285
PRD02613,Produit TÉL-2613,Téléphonie,482.63,649.88,655.32,633.66,0.0,413
PRD02614,Produit JEU-2614,Jeux vidéo,562.19,607.83,795.17,696.56,0.0,83
PRD02615,Produit SPO-2615,Sport,231.74,262.56,250.91,250.95,0.0,174
PRD02616,Produit JEU-2616,Jeux vidéo,506.46,587.54,543.22,562.7,0.0,405
PRD02617,Produit SPO-2617,Sport,367.24,417.14,381.92,434.45,0.0,380
PRD02618,Produit BEA-2618,Beauté,388.2,510.25,497.8,489.66,0.0,169
PRD02619,Produit ELE-2619,Electroménager,607.43,424.44,593.61,687.12,0.0,289
PRD02620,Produit BEA-2620,Beauté,229.13,312.53,296.61,318.72,0.0,446
PRD02621,Produit BEA-2621,Beauté,257.84,285.47,307.82,295.47,0.0,3
PRD02622,Produit ELE-2622,Electroménager,740.09,1299.77,946.16,849.81,0.0,497
PRD02623,Produit JEU-2623,Jeux vidéo,49.7,70.16,61.44,69.72,0.0,286
PRD02624,Produit JOU-2624,Jouets,391.08,528.54,502.43,515.4,0.0,306
PRD02625,Produit JEU-2625,Jeux vidéo,730.68,822.41,862.99,802.33,0.0,49
PRD02626,Produit SPO-2626,Sport,490.24,680.16,653.97,666.82,0.0,269
PRD02627,Produit TÉL-2627,Téléphonie,439.39,559.15,557.08,564.02,0.0,7
PRD02628,Produit SPO-2628,Sport,203.55,284.23,312.51,270.49,0.0,356
PRD02629,Produit TÉL-2629,Téléphonie,277.9,364.12,310.68,360.8,0.0,68
PRD02630,Produit BEA-2630,Beauté,682.38,913.46,864.81,884.85,0.0,391
PRD02631,Produit ELE-2631,Electroménager,449.58,650.87,585.67,681.27,0.0,138
PRD02632,Produit BEA-2632,Beauté,414.22,489.33,437.79,493.38,0.0,247
PRD02633,Produit INF-2633,Informatique,84.17,110.97,131.57,115.05,0.0,28
PRD02634,Produit JEU-2634,Jeux vidéo,17.74,33.06,21.96,21.69,3.67,182
PRD02635,Produit TÉL-2635,Téléphonie,771.13,858.89,888.51,885.52,0.0,212
PRD02636,Produit SPO-2636,Sport,304.7,239.15,372.68,333.84,0.0,422
PRD02637,Produit ELE-2637,Electroménager,484.55,780.66,479.43,535.4,0.0,396
PRD02638,Produit TÉL-2638,Téléphonie,68.37,90.74,84.78,93.11,0.0,319
PRD02639,Produit SPO-2639,Sport,548.08,711.69,812.22,730.34,0.0,304
PRD02640,Produit JEU-2640,Jeux vidéo,746.39,965.61,1112.09,1013.49,0.0,18
PRD02641,Produit BEA-2641,Beauté,462.65,514.07,504.06,528.51,0.0,382
PRD02642,Produit JEU-2642,Jeux vidéo,105.26,133.08,130.58,128.36,0.0,450
PRD02643,Produit MAI-2643,Maison,467.47,665.5,741.98,653.69,0.0,225
PRD02644,Produit INF-2644,Informatique,614.25,761.15,725.58,757.48,0.0,229
PRD02645,Produit MAI-2645,Maison,328.1,432.67,385.5,416.52,0.0,338
PRD02646,Produit ELE-2646,Electroménager,704.47,967.19,909.29,995.05,0.0,95
PRD02647,Produit TÉL-2647,Téléphonie,520.7,715.64,705.31,717.55,0.0,494
PRD02648,Produit ELE-2648,Electroménager,719.9,922.73,801.18,963.74,0.0,483
PRD02649,Produit BEA-2649,Beauté,500.69,701.11,713.41,707.37,0.0,114
PRD02650,Produit SPO-2650,Sport,109.37,94.41,150.04,135.6,0.0,358
PRD02651,Produit JEU-2651,Jeux vidéo,251.2,354.45,365.02,339.26,0.0,179
PRD02652,Produit MAI-2652,Maison,165.43,195.88,171.43,189.01,0.0,372
PRD02653,Produit JOU-2653,Jouets,727.52,871.62,875.15,902.09,0.0,77
PRD02654,Produit MAI-2654,Maison,609.52,681.8,748.7,715.25,0.0,326
PRD02655,Produit BEA-2655,Beauté,542.74,748.14,651.13,741.79,0.0,275
PRD02656,Produit MAI-2656,Maison,244.27,304.35,265.07,313.79,0.0,351
PRD02657,Produit BEA-2657,Beauté,151.32,178.59,174.97,180.87,0.0,365
PRD02658,Produit JOU-2658,Jouets,606.38,716.21,657.65,749.09,0.0,181
PRD02659,Produit ELE-2659,Electroménager,381.96,540.66,636.45,526.5,0.0,94
PRD02660,Produit JEU-2660,Jeux vidéo,184.5,256.8,270.53,257.95,0.0,85
PRD02661,Produit TÉL-2661,Téléphonie,495.21,640.67,609.0,634.83,0.0,388
PRD02662,Produit SPO-2662,Sport,37.07,48.77,53.48,48.97,4.26,94
PRD02663,Produit TÉL-2663,Téléphonie,264.31,334.62,328.34,326.89,0.0,334
PRD02664,Produit ELE-2664,Electroménager,377.5,467.0,418.54,466.89,0.0,491
PRD02665,Produit SPO-2665,Sport,122.63,174.19,162.52,176.36,0.0,445
PRD02666,Produit MAI-2666,Maison,787.8,901.22,968.78,863.48,0.0,144
PRD02667,Produit JOU-2667,Jouets,171.23,125.1,185.29,218.62,0.0,247
PRD02668,Produit JOU-2668,Jouets,108.63,132.59,125.36,135.33,0.0,180
PRD02669,Produit INF-2669,Informatique,166.81,212.57,196.18,220.66,0.0,292
PRD02670,Produit ELE-2670,Electroménager,616.4,776.77,714.94,771.01,0.0,18
PRD02671,Produit ELE-2671,Electroménager,343.28,439.95,479.09,420.67,0.0,137
PRD02672,Produit JEU-2672,Jeux vidéo,454.51,743.26,594.83,520.21,0.0,43
PRD02673,Produit TÉL-2673,Téléphonie,21.7,27.77,30.56,26.76,5.33,225
PRD02674,Produit ELE-2674,Electroménager,32.37,38.35,41.26,38.92,3.85,432
PRD02675,Produit ELE-2675,Electroménager,359.43,418.56,490.03,399.6,0.0,344
PRD02676,Produit MAI-2676,Maison,654.24,734.51,639.34,725.25,0.0,36
PRD02677,Produit MAI-2677,Maison,708.76,968.82,880.29,928.4,0.0,313
